latitude,longitude,brightness
19.76467,102.05008,331.73
19.76614,96.90533,335.56
19.76738,101.03408,331.71
19.77268,101.63681,331.79
19.77569,101.18979,347.3
19.77755,97.33413,338.28
19.7778,97.33136,339.03
19.77866,101.18474,349.54
19.77917,101.16579,353.79
19.77947,101.18926,356.03
19.77964,102.33259,367
19.78004,101.17072,348.17
19.78086,101.17529,344.05
19.78164,101.17973,344.62
19.7821,101.16051,345.7
19.78243,101.18414,351.42
19.78317,98.30234,347.43
19.78323,101.18868,350.12
19.78463,101.17479,342.44
19.78593,101.16029,348.19
19.78681,101.16523,353.37
19.78764,101.16992,367
19.78805,101.04071,336.06
19.78841,101.17426,334.52
19.79141,101.16936,356.33
19.79175,97.4062,331.4
19.79217,101.17364,356.44
19.79264,101.04462,353.51
19.79336,96.96503,340.47
19.79387,102.35194,341.28
19.79563,96.14316,347.46
19.79593,101.17301,347.05
19.80222,97.99225,331.13
19.80784,97.51298,350.4
19.8105,97.51537,342.73
19.81262,97.5125,349.69
19.8153,97.51498,342.17
19.81573,98.03802,339.78
19.81647,98.03953,347.83
19.81879,103.36382,367
19.82218,103.36311,367
19.82284,103.43099,367
19.82338,100.07378,343.11
19.82347,99.57617,356.07
19.82604,98.75948,333.49
19.8266,103.82426,332.17
19.84151,96.81736,333.25
19.84244,98.74415,331.35
19.84333,102.45139,338.96
19.84405,102.4557,332.11
19.84436,98.73763,335.11
19.84562,99.64931,350.33
19.84583,98.73856,334.8
19.85466,98.66828,335.11
19.85521,98.45981,331.93
19.85779,98.61449,330.97
19.86037,98.36743,343.19
19.86149,97.35544,339.6
19.8615,96.45937,340.21
19.86254,97.36071,339.14
19.8628,96.46563,337.89
19.86359,97.366,347.95
19.86619,97.35434,345.05
19.86724,97.35965,330.18
19.86862,101.69464,331.03
19.87167,97.45573,332.58
19.87192,99.69983,335.23
19.87467,100.89288,340.15
19.87599,99.699,330.07
19.87621,101.14248,331.83
19.8767,103.94328,346.02
19.87823,99.3596,340.59
19.87838,100.89162,351.58
19.87918,100.89618,334.7
19.88006,103.94276,338.17
19.88536,101.50876,338.9
19.88794,99.50121,330.55
19.88864,99.50493,340.17
19.8896,102.63681,367
19.89136,96.77724,367
19.89207,99.50047,341.35
19.89259,102.6391,367
19.89277,99.50418,339.1
19.89373,96.77296,333.02
19.89475,96.77806,345.92
19.8974,102.90586,367
19.90073,101.77143,367
19.90368,98.82934,330.09
19.90435,101.77073,208
19.90963,99.68269,335.18
19.91076,99.39507,346.81
19.91076,102.35612,333.42
19.91165,99.69335,330.07
19.9123,102.953,367
19.91247,102.93253,367
19.91373,101.31018,335.77
19.91483,99.39386,341.45
19.91636,99.40205,340.21
19.92181,96.77639,339.9
19.92195,96.97366,331.7
19.92387,98.62904,336.46
19.92407,96.97553,331.29
19.92423,98.62988,331.42
19.92443,101.21844,367
19.9253,101.22337,332.25
19.92683,101.57774,334.54
19.92942,103.85212,339.01
19.93025,98.42812,339.96
19.93123,101.62388,337.13
19.93141,101.6225,332.42
19.93492,101.62344,330.3
19.93578,101.4782,347.84
19.93722,96.72693,237.16
19.93841,96.73276,367
19.93861,96.46013,339.42
19.93956,96.45882,344.48
19.94228,96.72667,336.34
19.94345,96.73241,367
19.94369,98.66002,331.4
19.94547,100.94474,330.02
19.94774,101.41646,341.69
19.94916,100.94354,331.39
19.95037,101.32253,330.63
19.953,101.42474,333.84
19.95475,97.49893,352.04
19.95547,101.4389,337.49
19.95903,101.39394,333.78
19.96496,98.6302,331.38
19.96848,102.82864,367
19.96937,101.36568,332.83
19.97196,98.82789,330.09
19.97287,100.83493,367
19.97477,97.62262,336.95
19.97496,97.18225,342.83
19.97729,97.4901,331.91
19.98079,96.33596,331.23
19.98185,101.37155,333.92
19.98211,101.61313,334.93
19.98323,99.66994,338.44
19.98513,97.38233,344.49
19.98546,103.9004,338.94
19.98615,97.38747,334.2
19.98948,96.35274,333.47
19.99061,101.97054,338.06
19.99151,99.08262,333.81
19.99347,102.44012,334.98
19.99368,97.05407,346.42
19.99562,99.44853,334.34
19.99629,99.45209,340
19.99641,99.08539,367
19.99742,99.79237,346.51
